UF;Municipio;DepAdm;EnsinoFund1_4;EnsinoFund5_8
Maranhao;PORTO RICO DO MARANHAO;Estadual;0;125
Maranhao;PORTO RICO DO MARANHAO;Municipal;725;708
Maranhao;PRESIDENTE DUTRA;Total;4.598;4.056
Maranhao;PRESIDENTE DUTRA;Estadual;1.242;2.203
Maranhao;PRESIDENTE DUTRA;Municipal;2.779;1.346
Maranhao;PRESIDENTE DUTRA;Privada;577;507
Maranhao;PRESIDENTE JUSCELINO;Total;1.721;1.349
Maranhao;PRESIDENTE JUSCELINO;Estadual;40;240
Maranhao;PRESIDENTE JUSCELINO;Municipal;1.681;1.109
Maranhao;PRESIDENTE MEDICI;Total;928;809
Maranhao;PRESIDENTE MEDICI;Estadual;83;73
Maranhao;PRESIDENTE MEDICI;Municipal;845;736
Maranhao;PRESIDENTE MEDICI;Privada;0;0
Maranhao;PRESIDENTE SARNEY;Total;2.661;2.116
Maranhao;PRESIDENTE SARNEY;Estadual;0;0
Maranhao;PRESIDENTE SARNEY;Municipal;2.661;2.116
Maranhao;PRESIDENTE SARNEY;Privada;0;0
Maranhao;PRESIDENTE VARGAS;Total;2.020;1.116
Maranhao;PRESIDENTE VARGAS;Estadual;0;572
Maranhao;PRESIDENTE VARGAS;Municipal;2.020;544
Maranhao;PRIMEIRA CRUZ;Total;2.449;924
Maranhao;PRIMEIRA CRUZ;Estadual;336;497
Maranhao;PRIMEIRA CRUZ;Municipal;1.983;427
Maranhao;PRIMEIRA CRUZ;Privada;130;0
Maranhao;RAPOSA;Total;3.032;2.244
Maranhao;RAPOSA;Estadual;0;289
Maranhao;RAPOSA;Municipal;3.008;1.955
Maranhao;RAPOSA;Privada;24;0
Maranhao;RIACHAO;Total;3.089;2.174
Maranhao;RIACHAO;Estadual;553;496
Maranhao;RIACHAO;Municipal;2.536;1.678
Maranhao;RIACHAO;Privada;0;0
Maranhao;RIBAMAR FIQUENE;Total;1.070;761
Maranhao;RIBAMAR FIQUENE;Estadual;0;0
Maranhao;RIBAMAR FIQUENE;Municipal;1.070;761
Maranhao;ROSARIO;Total;832;2.856
Maranhao;ROSARIO;Estadual;716;2.844
Maranhao;ROSARIO;Municipal;0;0
Maranhao;ROSARIO;Privada;116;12
Maranhao;SAMBAIBA;Total;873;530
Maranhao;SAMBAIBA;Estadual;141;195
Maranhao;SAMBAIBA;Municipal;732;335
Maranhao;SANTA FILOMENA DO MARANHAO;Total;1.037;727
Maranhao;SANTA FILOMENA DO MARANHAO;Estadual;0;0
Maranhao;SANTA FILOMENA DO MARANHAO;Municipal;1.037;727
Maranhao;SANTA HELENA;Total;5.061;3.199
Maranhao;SANTA HELENA;Estadual;653;1.242
Maranhao;SANTA HELENA;Municipal;4.408;1.957
Maranhao;SANTA INES;Total;9.775;9.885
Maranhao;SANTA INES;Estadual;291;2.095
Maranhao;SANTA INES;Municipal;8.439;6.911
Maranhao;SANTA INES;Privada;1.045;879
Maranhao;SANTA LUZIA;Total;11.157;6.664
Maranhao;SANTA LUZIA;Estadual;0;832
Maranhao;SANTA LUZIA;Municipal;10.919;5.741
Maranhao;SANTA LUZIA;Privada;238;91
Maranhao;SANTA LUZIA DO PARUA;Total;3.960;1.978
Maranhao;SANTA LUZIA DO PARUA;Estadual;114;148
Maranhao;SANTA LUZIA DO PARUA;Municipal;3.621;1.742
Maranhao;SANTA LUZIA DO PARUA;Privada;225;88
Maranhao;SANTA QUITERIA DO MARANHAO;Total;4.566;3.344
Maranhao;SANTA QUITERIA DO MARANHAO;Estadual;0;575
Maranhao;SANTA QUITERIA DO MARANHAO;Municipal;4.566;2.769
Maranhao;SANTA QUITERIA DO MARANHAO;Privada;0;0
Maranhao;SANTA RITA;Total;4.022;3.050
Maranhao;SANTA RITA;Estadual;205;1.277
Maranhao;SANTA RITA;Municipal;3.721;1.744
Maranhao;SANTA RITA;Privada;96;29
Maranhao;SANTANA DO MARANHAO;Total;1.444;672
Maranhao;SANTANA DO MARANHAO;Estadual;0;0
Maranhao;SANTANA DO MARANHAO;Municipal;1.444;672
Maranhao;SANTO AMARO DO MARANHAO;Total;2.074;944
Maranhao;SANTO AMARO DO MARANHAO;Estadual;54;365
Maranhao;SANTO AMARO DO MARANHAO;Municipal;2.020;579
Maranhao;SANTO AMARO DO MARANHAO;Privada;0;0
Maranhao;SANTO ANTONIO DOS LOPES;Total;2.399;1.679
Maranhao;SANTO ANTONIO DOS LOPES;Estadual;155;402
Maranhao;SANTO ANTONIO DOS LOPES;Municipal;2.244;1.277
Maranhao;SAO BENEDITO DO RIO PRETO;Total;4.044;1.832
Maranhao;SAO BENEDITO DO RIO PRETO;Estadual;518;1.164
Maranhao;SAO BENEDITO DO RIO PRETO;Municipal;3.526;668
Maranhao;SAO BENTO;Total;4.732;4.025
Maranhao;SAO BENTO;Estadual;1.140;1.328
Maranhao;SAO BENTO;Municipal;3.424;2.198
Maranhao;SAO BENTO;Privada;168;499
Maranhao;SAO BERNARDO;Total;3.811;2.977
Maranhao;SAO BERNARDO;Estadual;0;609
Maranhao;SAO BERNARDO;Municipal;3.719;2.305
Maranhao;SAO BERNARDO;Privada;92;63
Maranhao;SAO DOMINGOS DO AZEITAO;Total;1.275;874
Maranhao;SAO DOMINGOS DO AZEITAO;Estadual;148;156
Maranhao;SAO DOMINGOS DO AZEITAO;Municipal;1.127;718
Maranhao;SAO DOMINGOS DO MARANHAO;Total;4.903;3.312
Maranhao;SAO DOMINGOS DO MARANHAO;Estadual;430;506
Maranhao;SAO DOMINGOS DO MARANHAO;Municipal;4.409;2.703
Maranhao;SAO DOMINGOS DO MARANHAO;Privada;64;103
Maranhao;SAO FELIX DE BALSAS;Total;852;340
Maranhao;SAO FELIX DE BALSAS;Estadual;96;88
Maranhao;SAO FELIX DE BALSAS;Municipal;756;252
Maranhao;SAO FRANCISCO DO BREJAO;Total;980;679
Maranhao;SAO FRANCISCO DO BREJAO;Estadual;0;0
Maranhao;SAO FRANCISCO DO BREJAO;Municipal;980;679
Maranhao;SAO FRANCISCO DO MARANHAO;Total;1.728;987
Maranhao;SAO FRANCISCO DO MARANHAO;Estadual;148;336
Maranhao;SAO FRANCISCO DO MARANHAO;Municipal;1.580;651
Maranhao;SAO JOAO BATISTA;Total;2.775;2.105
Maranhao;SAO JOAO BATISTA;Estadual;0;399
Maranhao;SAO JOAO BATISTA;Municipal;2.775;1.706
Maranhao;SAO JOAO BATISTA;Privada;0;0
Maranhao;SAO JOAO DO CARU;Total;3.137;1.491
Maranhao;SAO JOAO DO CARU;Estadual;0;0
Maranhao;SAO JOAO DO CARU;Municipal;3.137;1.491
Maranhao;SAO JOAO DO PARAISO;Total;1.833;1.418
Maranhao;SAO JOAO DO PARAISO;Estadual;0;216
Maranhao;SAO JOAO DO PARAISO;Municipal;1.833;1.202
Maranhao;SAO JOAO DO SOTER;Total;3.520;1.822
Maranhao;SAO JOAO DO SOTER;Estadual;0;0
Maranhao;SAO JOAO DO SOTER;Municipal;3.520;1.822
Maranhao;SAO JOAO DO SOTER;Privada;0;0
Maranhao;SAO JOAO DOS PATOS;Total;2.644;2.355
Maranhao;SAO JOAO DOS PATOS;Estadual;0;1.487
Maranhao;SAO JOAO DOS PATOS;Municipal;2.434;759
Maranhao;SAO JOAO DOS PATOS;Privada;210;109
Maranhao;SAO JOSE DE RIBAMAR;Total;10.469;7.291
Maranhao;SAO JOSE DE RIBAMAR;Estadual;2.142;3.622
Maranhao;SAO JOSE DE RIBAMAR;Municipal;6.368;3.511
Maranhao;SAO JOSE DE RIBAMAR;Privada;1.959;158
Maranhao;SAO JOSE DOS BASILIOS;Total;1.104;880
Maranhao;SAO JOSE DOS BASILIOS;Estadual;0;135
Maranhao;SAO JOSE DOS BASILIOS;Municipal;1.104;745
Maranhao;SAO LUIS;Total;80.619;71.695
Maranhao;SAO LUIS;Estadual;27.973;37.718
Maranhao;SAO LUIS;Federal;366;609
Maranhao;SAO LUIS;Municipal;18.591;16.892
Maranhao;SAO LUIS;Privada;33.689;16.476
Maranhao;SAO LUIS GONZAGA DO MARANHAO;Total;3.917;2.228
Maranhao;SAO LUIS GONZAGA DO MARANHAO;Estadual;431;592
Maranhao;SAO LUIS GONZAGA DO MARANHAO;Municipal;3.486;1.512
Maranhao;SAO LUIS GONZAGA DO MARANHAO;Privada;0;124
Maranhao;SAO MATEUS DO MARANHAO;Total;5.082;3.810
Maranhao;SAO MATEUS DO MARANHAO;Estadual;0;1.332
Maranhao;SAO MATEUS DO MARANHAO;Municipal;4.974;2.409
Maranhao;SAO MATEUS DO MARANHAO;Privada;108;69
Maranhao;SAO PEDRO DA AGUA BRANCA;Total;1.796;1.359
Maranhao;SAO PEDRO DA AGUA BRANCA;Estadual;0;0
Maranhao;SAO PEDRO DA AGUA BRANCA;Municipal;1.796;1.359
Maranhao;SAO PEDRO DA AGUA BRANCA;Privada;0;0
Maranhao;SAO PEDRO DOS CRENTES;Total;707;617
Maranhao;SAO PEDRO DOS CRENTES;Estadual;0;0
Maranhao;SAO PEDRO DOS CRENTES;Municipal;707;617
Maranhao;SAO RAIMUNDO DAS MANGABEIRAS;Total;2.497;1.484
Maranhao;SAO RAIMUNDO DAS MANGABEIRAS;Estadual;430;729
Maranhao;SAO RAIMUNDO DAS MANGABEIRAS;Municipal;1.946;677
Maranhao;SAO RAIMUNDO DAS MANGABEIRAS;Privada;121;78
Maranhao;SAO RAIMUNDO DO DOCA BEZERRA;Total;1.309;624
Maranhao;SAO RAIMUNDO DO DOCA BEZERRA;Estadual;0;0
Maranhao;SAO RAIMUNDO DO DOCA BEZERRA;Municipal;1.309;624
Maranhao;SAO ROBERTO;Total;1.056;456
Maranhao;SAO ROBERTO;Estadual;0;0
Maranhao;SAO ROBERTO;Municipal;1.056;456
Maranhao;SAO VICENTE FERRER;Total;3.059;2.461
Maranhao;SAO VICENTE FERRER;Estadual;269;795
Maranhao;SAO VICENTE FERRER;Municipal;2.790;1.666
Maranhao;SAO VICENTE FERRER;Privada;0;0
Maranhao;SATUBINHA;Total;1.032;792
Maranhao;SATUBINHA;Estadual;0;345
Maranhao;SATUBINHA;Municipal;1.032;447
Maranhao;SENADOR ALEXANDRE COSTA;Total;1.580;1.067
Maranhao;SENADOR ALEXANDRE COSTA;Estadual;232;36
Maranhao;SENADOR ALEXANDRE COSTA;Municipal;1.348;1.031
Maranhao;SENADOR LA ROCQUE;Total;5.215;3.139
Maranhao;SENADOR LA ROCQUE;Estadual;0;0
Maranhao;SENADOR LA ROCQUE;Municipal;5.215;3.139
Maranhao;SERRANO DO MARANHAO;Total;2.655;714
Maranhao;SERRANO DO MARANHAO;Estadual;0;0
Maranhao;SERRANO DO MARANHAO;Municipal;2.655;714
Maranhao;SITIO NOVO;Total;3.763;2.046
Maranhao;SITIO NOVO;Estadual;0;280
Maranhao;SITIO NOVO;Municipal;3.763;1.766
Maranhao;SITIO NOVO;Privada;0;0
Maranhao;SUCUPIRA DO NORTE;Total;1.378;1.145
Maranhao;SUCUPIRA DO NORTE;Estadual;0;606
Maranhao;SUCUPIRA DO NORTE;Municipal;1.293;461
Maranhao;SUCUPIRA DO NORTE;Privada;85;78
Maranhao;SUCUPIRA DO RIACHAO;Total;779;442
Maranhao;SUCUPIRA DO RIACHAO;Estadual;0;0
Maranhao;SUCUPIRA DO RIACHAO;Municipal;779;442
Maranhao;TASSO FRAGOSO;Total;1.034;755
Maranhao;TASSO FRAGOSO;Estadual;155;198
Maranhao;TASSO FRAGOSO;Municipal;879;557
Maranhao;TIMBIRAS;Total;4.678;1.551
Maranhao;TIMBIRAS;Estadual;0;750
Maranhao;TIMBIRAS;Municipal;4.678;801
Maranhao;TIMBIRAS;Privada;0;0
Maranhao;TIMON;Total;12.951;11.703
Maranhao;TIMON;Estadual;2.253;5.864
Maranhao;TIMON;Municipal;9.936;5.319
Maranhao;TIMON;Privada;762;520
Maranhao;TRIZIDELA DO VALE;Total;2.091;1.590
Maranhao;TRIZIDELA DO VALE;Estadual;0;204
Maranhao;TRIZIDELA DO VALE;Municipal;2.091;1.386
Maranhao;TUFILANDIA;Total;944;882
Maranhao;TUFILANDIA;Estadual;0;251
Maranhao;TUFILANDIA;Municipal;944;631
Maranhao;TUNTUM;Total;4.826;3.729
Maranhao;TUNTUM;Estadual;204;739
Maranhao;TUNTUM;Municipal;4.392;2.898
Maranhao;TUNTUM;Privada;230;92
Maranhao;TURIACU;Total;104;282
Maranhao;TURIACU;Estadual;104;282
Maranhao;TURIACU;Municipal;0;0
Maranhao;TURIACU;Privada;0;0
Maranhao;TURILANDIA;Total;3.289;1.545
Maranhao;TURILANDIA;Estadual;0;0
Maranhao;TURILANDIA;Municipal;3.289;1.545
Maranhao;TUTOIA;Total;8.708;5.534
Maranhao;TUTOIA;Estadual;0;604
Maranhao;TUTOIA;Municipal;8.603;4.930
Maranhao;TUTOIA;Privada;105;0
Maranhao;URBANO SANTOS;Total;4.838;2.868
Maranhao;URBANO SANTOS;Estadual;329;1.106
Maranhao;URBANO SANTOS;Municipal;4.349;1.664
Maranhao;URBANO SANTOS;Privada;160;98
Maranhao;VARGEM GRANDE;Total;6.550;3.118
Maranhao;VARGEM GRANDE;Estadual;0;576
Maranhao;VARGEM GRANDE;Municipal;6.241;2.542
Maranhao;VARGEM GRANDE;Privada;309;0
Maranhao;VIANA;Total;6.650;4.945
Maranhao;VIANA;Estadual;1.347;1.526
Maranhao;VIANA;Municipal;5.133;3.205
Maranhao;VIANA;Privada;170;214
Maranhao;VILA NOVA DOS MARTIRIOS;Total;1.323;698
Maranhao;VILA NOVA DOS MARTIRIOS;Estadual;0;0
Maranhao;VILA NOVA DOS MARTIRIOS;Municipal;1.323;698
Maranhao;VITORIA DO MEARIM;Total;5.442;4.156
Maranhao;VITORIA DO MEARIM;Estadual;198;421
Maranhao;VITORIA DO MEARIM;Municipal;4.984;3.556
Maranhao;VITORIA DO MEARIM;Privada;260;179
Maranhao;VITORINO FREIRE;Total;6.048;3.176
Maranhao;VITORINO FREIRE;Estadual;531;1.215
Maranhao;VITORINO FREIRE;Municipal;5.454;1.961
Maranhao;VITORINO FREIRE;Privada;63;0
Maranhao;ZE DOCA;Total;7.151;3.854
Maranhao;ZE DOCA;Estadual;0;710
Maranhao;ZE DOCA;Municipal;6.941;3.070
Maranhao;ZE DOCA;Privada;210;74
Mato Grosso;Total;Total;129.537;187.875
Mato Grosso;Total;Estadual;15.904;102.042
Mato Grosso;Total;Federal;0;0
Mato Grosso;Total;Municipal;95.004;66.947
Mato Grosso;Total;Privada;18.629;18.886
Mato Grosso;ACORIZAL;Total;416;610
Mato Grosso;ACORIZAL;Estadual;119;610
Mato Grosso;ACORIZAL;Municipal;297;0
Mato Grosso;AGUA BOA;Total;886;1.314
Mato Grosso;AGUA BOA;Estadual;673;1.098
Mato Grosso;AGUA BOA;Municipal;0;0
Mato Grosso;AGUA BOA;Privada;213;216
Mato Grosso;ALTA FLORESTA;Total;798;2.200
Mato Grosso;ALTA FLORESTA;Estadual;204;1.742
Mato Grosso;ALTA FLORESTA;Municipal;17;28
Mato Grosso;ALTA FLORESTA;Privada;577;430
Mato Grosso;ALTO ARAGUAIA;Total;1.430;1.275
Mato Grosso;ALTO ARAGUAIA;Estadual;734;827
Mato Grosso;ALTO ARAGUAIA;Municipal;578;363
Mato Grosso;ALTO ARAGUAIA;Privada;118;85
Mato Grosso;ALTO BOA VISTA;Total;0;163
Mato Grosso;ALTO BOA VISTA;Estadual;0;163
Mato Grosso;ALTO BOA VISTA;Municipal;0;0
Mato Grosso;ALTO GARCAS;Total;971;907
Mato Grosso;ALTO GARCAS;Estadual;479;792
Mato Grosso;ALTO GARCAS;Municipal;492;115
Mato Grosso;ALTO PARAGUAI;Total;18;792
Mato Grosso;ALTO PARAGUAI;Estadual;18;792
Mato Grosso;ALTO PARAGUAI;Municipal;0;0
Mato Grosso;ALTO TAQUARI;Total;627;738
Mato Grosso;ALTO TAQUARI;Estadual;0;409
Mato Grosso;ALTO TAQUARI;Municipal;598;306
Mato Grosso;ALTO TAQUARI;Privada;29;23
Mato Grosso;APIACAS;Total;27;812
Mato Grosso;APIACAS;Estadual;27;327
Mato Grosso;APIACAS;Municipal;0;485
Mato Grosso;ARAGUAIANA;Total;0;339
Mato Grosso;ARAGUAIANA;Estadual;0;339
Mato Grosso;ARAGUAIANA;Municipal;0;0
Mato Grosso;ARAGUAINHA;Total;90;102
Mato Grosso;ARAGUAINHA;Estadual;16;51
Mato Grosso;ARAGUAINHA;Municipal;74;51
Mato Grosso;ARAPUTANGA;Total;103;342
Mato Grosso;ARAPUTANGA;Estadual;0;268
Mato Grosso;ARAPUTANGA;Municipal;0;0
Mato Grosso;ARAPUTANGA;Privada;103;74
Mato Grosso;ARENAPOLIS;Total;437;349
Mato Grosso;ARENAPOLIS;Estadual;0;0
Mato Grosso;ARENAPOLIS;Municipal;368;349
Mato Grosso;ARENAPOLIS;Privada;69;0
Mato Grosso;ARIPUANA;Total;58;2.034
Mato Grosso;ARIPUANA;Estadual;0;1.022
Mato Grosso;ARIPUANA;Municipal;0;959
Mato Grosso;ARIPUANA;Privada;58;53
Mato Grosso;BARAO DE MELGACO;Total;552;308
Mato Grosso;BARAO DE MELGACO;Estadual;135;289
Mato Grosso;BARAO DE MELGACO;Municipal;417;19
Mato Grosso;BARRA DO BUGRES;Total;1.479;2.020
Mato Grosso;BARRA DO BUGRES;Estadual;0;1.202
Mato Grosso;BARRA DO BUGRES;Municipal;1.306;671
Mato Grosso;BARRA DO BUGRES;Privada;173;147
Mato Grosso;BARRA DO GARCAS;Total;3.666;3.960
Mato Grosso;BARRA DO GARCAS;Estadual;419;1.809
Mato Grosso;BARRA DO GARCAS;Municipal;2.604;1.552
Mato Grosso;BARRA DO GARCAS;Privada;643;599
Mato Grosso;BOM JESUS DO ARAGUAIA;Total;554;687
Mato Grosso;BOM JESUS DO ARAGUAIA;Estadual;0;687
Mato Grosso;BOM JESUS DO ARAGUAIA;Municipal;554;0
Mato Grosso;BRASNORTE;Total;1.431;1.277
Mato Grosso;BRASNORTE;Estadual;0;353
Mato Grosso;BRASNORTE;Municipal;1.378;868
Mato Grosso;BRASNORTE;Privada;53;56
Mato Grosso;CACERES;Total;520;896
Mato Grosso;CACERES;Estadual;16;307
Mato Grosso;CACERES;Federal;0;0
Mato Grosso;CACERES;Municipal;0;0
Mato Grosso;CACERES;Privada;504;589
Mato Grosso;CAMPINAPOLIS;Total;1.916;1.005
Mato Grosso;CAMPINAPOLIS;Estadual;108;291
Mato Grosso;CAMPINAPOLIS;Municipal;1.808;714
Mato Grosso;CAMPO NOVO DO PARECIS;Total;1.364;2.264
Mato Grosso;CAMPO NOVO DO PARECIS;Estadual;0;249
Mato Grosso;CAMPO NOVO DO PARECIS;Municipal;1.209;1.889
Mato Grosso;CAMPO NOVO DO PARECIS;Privada;155;126
Mato Grosso;CAMPO VERDE;Total;1.224;2.210
Mato Grosso;CAMPO VERDE;Estadual;78;566
Mato Grosso;CAMPO VERDE;Municipal;955;1.513
Mato Grosso;CAMPO VERDE;Privada;191;131
Mato Grosso;CAMPOS DE JULIO;Total;60;215
Mato Grosso;CAMPOS DE JULIO;Estadual;0;0
Mato Grosso;CAMPOS DE JULIO;Municipal;35;215
Mato Grosso;CAMPOS DE JULIO;Privada;25;0
Mato Grosso;CANABRAVA DO NORTE;Total;603;641
Mato Grosso;CANABRAVA DO NORTE;Estadual;169;312
Mato Grosso;CANABRAVA DO NORTE;Municipal;434;329
Mato Grosso;CANARANA;Total;1.597;1.371
Mato Grosso;CANARANA;Estadual;0;851
Mato Grosso;CANARANA;Municipal;1.435;341
Mato Grosso;CANARANA;Privada;162;179
Mato Grosso;CARLINDA;Total;0;60
Mato Grosso;CARLINDA;Estadual;0;60
Mato Grosso;CARLINDA;Municipal;0;0
Mato Grosso;CARLINDA;Privada;0;0
Mato Grosso;CASTANHEIRA;Total;293;697
Mato Grosso;CASTANHEIRA;Estadual;0;440
Mato Grosso;CASTANHEIRA;Municipal;293;257
Mato Grosso;CHAPADA DOS GUIMARAES;Total;1.858;1.423
Mato Grosso;CHAPADA DOS GUIMARAES;Estadual;348;532
Mato Grosso;CHAPADA DOS GUIMARAES;Municipal;1.440;810
Mato Grosso;CHAPADA DOS GUIMARAES;Privada;70;81
Mato Grosso;CLAUDIA;Total;1.012;1.147
Mato Grosso;CLAUDIA;Estadual;0;423
Mato Grosso;CLAUDIA;Municipal;966;691
Mato Grosso;CLAUDIA;Privada;46;33
Mato Grosso;COCALINHO;Total;128;437
Mato Grosso;COCALINHO;Estadual;0;437
Mato Grosso;COCALINHO;Municipal;128;0
Mato Grosso;COLIDER;Total;1.635;2.415
Mato Grosso;COLIDER;Estadual;43;1.615
Mato Grosso;COLIDER;Municipal;1.399;622
Mato Grosso;COLIDER;Privada;193;178
Mato Grosso;COLNIZA;Total;3.283;2.609
Mato Grosso;COLNIZA;Estadual;755;761
Mato Grosso;COLNIZA;Municipal;2.516;1.848
Mato Grosso;COLNIZA;Privada;12;0
Mato Grosso;COMODORO;Total;461;1.245
Mato Grosso;COMODORO;Estadual;27;752
Mato Grosso;COMODORO;Municipal;388;440
Mato Grosso;COMODORO;Privada;46;53
Mato Grosso;CONFRESA;Total;2.235;1.580
Mato Grosso;CONFRESA;Estadual;0;334
Mato Grosso;CONFRESA;Municipal;2.235;1.246
Mato Grosso;CONQUISTA D'OESTE;Total;32;0
Mato Grosso;CONQUISTA D'OESTE;Estadual;0;0
Mato Grosso;CONQUISTA D'OESTE;Municipal;32;0
Mato Grosso;COTRIGUACU;Total;1.926;1.278
Mato Grosso;COTRIGUACU;Estadual;458;675
Mato Grosso;COTRIGUACU;Municipal;1.468;603
Mato Grosso;CUIABA;Total;10.145;32.606
Mato Grosso;CUIABA;Estadual;2.579;20.748
Mato Grosso;CUIABA;Federal;0;0
Mato Grosso;CUIABA;Municipal;2.383;4.916
Mato Grosso;CUIABA;Privada;5.183;6.942
Mato Grosso;CUVERLANDIA;Total;0;0
Mato Grosso;CUVERLANDIA;Estadual;0;0
Mato Grosso;CUVERLANDIA;Municipal;0;0
Mato Grosso;DENISE;Total;64;695
Mato Grosso;DENISE;Estadual;0;452
Mato Grosso;DENISE;Municipal;64;243
Mato Grosso;DENISE;Privada;0;0
Mato Grosso;DIAMANTINO;Total;109;1.000
Mato Grosso;DIAMANTINO;Estadual;0;314
Mato Grosso;DIAMANTINO;Municipal;0;550
Mato Grosso;DIAMANTINO;Privada;109;136
Mato Grosso;DOM AQUINO;Total;22;0
Mato Grosso;DOM AQUINO;Estadual;0;0
Mato Grosso;DOM AQUINO;Municipal;0;0
Mato Grosso;DOM AQUINO;Privada;22;0
Mato Grosso;FELIZ NATAL;Total;1.330;1.007
Mato Grosso;FELIZ NATAL;Estadual;0;0
Mato Grosso;FELIZ NATAL;Municipal;1.330;1.007
Mato Grosso;FIGUEIROPOLIS D'OESTE;Total;0;279
Mato Grosso;FIGUEIROPOLIS D'OESTE;Estadual;0;279
Mato Grosso;FIGUEIROPOLIS D'OESTE;Municipal;0;0
Mato Grosso;GAUCHA DO NORTE;Total;629;164
Mato Grosso;GAUCHA DO NORTE;Estadual;629;164
Mato Grosso;GAUCHA DO NORTE;Municipal;0;0
Mato Grosso;GENERAL CARNEIRO;Total;304;143
Mato Grosso;GENERAL CARNEIRO;Estadual;0;0
Mato Grosso;GENERAL CARNEIRO;Municipal;304;0
Mato Grosso;GENERAL CARNEIRO;Privada;0;143
Mato Grosso;GLORIA D'OESTE;Total;0;17
Mato Grosso;GLORIA D'OESTE;Estadual;0;0
Mato Grosso;GLORIA D'OESTE;Municipal;0;17
Mato Grosso;GUARANTA DO NORTE;Total;3.284;3.024
Mato Grosso;GUARANTA DO NORTE;Estadual;1.055;1.393
Mato Grosso;GUARANTA DO NORTE;Municipal;2.069;1.469
Mato Grosso;GUARANTA DO NORTE;Privada;160;162
Mato Grosso;GUIRATINGA;Total;82;17
Mato Grosso;GUIRATINGA;Estadual;0;17
Mato Grosso;GUIRATINGA;Municipal;82;0
Mato Grosso;GUIRATINGA;Privada;0;0
Mato Grosso;INDIAVAI;Total;219;248
Mato Grosso;INDIAVAI;Estadual;0;0
Mato Grosso;INDIAVAI;Municipal;219;248
Mato Grosso;IPIRANGA DO NORTE;Total;379;447
Mato Grosso;IPIRANGA DO NORTE;Estadual;0;447
Mato Grosso;IPIRANGA DO NORTE;Municipal;379;0
Mato Grosso;ITANHANGA;Total;599;550
Mato Grosso;ITANHANGA;Estadual;0;316
Mato Grosso;ITANHANGA;Municipal;599;234
Mato Grosso;ITAUBA;Total;625;590
Mato Grosso;ITAUBA;Estadual;0;590
Mato Grosso;ITAUBA;Municipal;625;0
Mato Grosso;ITAUBA;Privada;0;0
Mato Grosso;ITIQUIRA;Total;990;1.032
Mato Grosso;ITIQUIRA;Estadual;0;394
Mato Grosso;ITIQUIRA;Municipal;990;638
Mato Grosso;JACIARA;Total;190;303
Mato Grosso;JACIARA;Estadual;0;141
Mato Grosso;JACIARA;Municipal;0;0
Mato Grosso;JACIARA;Privada;190;162
Mato Grosso;JANGADA;Total;245;1.013
Mato Grosso;JANGADA;Estadual;92;877
Mato Grosso;JANGADA;Municipal;153;136
Mato Grosso;JAURU;Total;0;1.058
Mato Grosso;JAURU;Estadual;0;1.058
Mato Grosso;JAURU;Municipal;0;0
Mato Grosso;JAURU;Privada;0;0
Mato Grosso;JUARA;Total;1.697;1.176
Mato Grosso;JUARA;Estadual;0;483
Mato Grosso;JUARA;Municipal;1.509;483
Mato Grosso;JUARA;Privada;188;210
Mato Grosso;JUINA;Total;1.820;3.132
Mato Grosso;JUINA;Estadual;50;1.773
Mato Grosso;JUINA;Municipal;1.492;1.055
Mato Grosso;JUINA;Privada;278;304
Mato Grosso;JURUENA;Total;1.042;762
Mato Grosso;JURUENA;Estadual;115;451
Mato Grosso;JURUENA;Municipal;883;283
Mato Grosso;JURUENA;Privada;44;28
Mato Grosso;JUSCIMEIRA;Total;672;880
Mato Grosso;JUSCIMEIRA;Estadual;158;823
Mato Grosso;JUSCIMEIRA;Municipal;486;57
Mato Grosso;JUSCIMEIRA;Privada;28;0
Mato Grosso;LAMBARI D'OESTE;Total;379;720
Mato Grosso;LAMBARI D'OESTE;Estadual;0;720
Mato Grosso;LAMBARI D'OESTE;Municipal;379;0
Mato Grosso;LUCAS DO RIO VERDE;Total;2.659;2.588
Mato Grosso;LUCAS DO RIO VERDE;Estadual;204;629
Mato Grosso;LUCAS DO RIO VERDE;Municipal;2.149;1.666
Mato Grosso;LUCAS DO RIO VERDE;Privada;306;293
Mato Grosso;LUCIARA;Total;342;321
Mato Grosso;LUCIARA;Estadual;281;294
Mato Grosso;LUCIARA;Municipal;61;27
Mato Grosso;MARCELANDIA;Total;217;1.278
Mato Grosso;MARCELANDIA;Estadual;92;614
Mato Grosso;MARCELANDIA;Municipal;17;561
Mato Grosso;MARCELANDIA;Privada;108;103
Mato Grosso;MATUPA;Total;64;1.423
Mato Grosso;MATUPA;Estadual;0;1.050
Mato Grosso;MATUPA;Municipal;0;325
Mato Grosso;MATUPA;Privada;64;48
Mato Grosso;MIRASSOL D'OESTE;Total;355;1.617
Mato Grosso;MIRASSOL D'OESTE;Estadual;0;1.204
Mato Grosso;MIRASSOL D'OESTE;Municipal;238;286
Mato Grosso;MIRASSOL D'OESTE;Privada;117;127
Mato Grosso;NOBRES;Total;1.103;712
Mato Grosso;NOBRES;Estadual;0;69
Mato Grosso;NOBRES;Municipal;938;514
Mato Grosso;NOBRES;Privada;165;129
Mato Grosso;NORTELANDIA;Total;74;238
Mato Grosso;NORTELANDIA;Estadual;58;238
Mato Grosso;NORTELANDIA;Municipal;0;0
Mato Grosso;NORTELANDIA;Privada;16;0
